id,title,overview,rating,poster
190899,Dead Mine,"The legend of Yamashita's Gold lures a treasure hunter and his group deep into the Indonesian jungle. Once they are trapped in an abandoned World War II Japanese bunker, they face the terrifying reality that the only way out is to go further in.",4.8,/qs1eHTW1VjYwEKN5vfGeyC4793U.jpg
796229,Maasai,A hospital's quiet waiting area becomes the setting for a confrontation between two brothers as they wait for their mother to come out of surgery.,5.0,/6lsA4EifKMScxAbJRwfF5UcNAFL.jpg
1238188,The Captive,"In 1575, the young soldier Miguel de Cervantes is captured on the high seas by Barbary pirates and taken to Algiers as a hostage. Aware that a cruel death awaits him if his family does not pay his ransom soon, he finds refuge in his passion for storytelling.",6.551,/aI9XOKEXN6J3uwZ84wwBaKzqcMw.jpg
720416,66 Sadashiv,"66 Sadashiv is an emotional yet humorous story of Prabhakar Shrikhande, a typical Punekar who starts an institute to spread the awareness about mastering the techniques of a new art form and is trying to gain recognition for the same.",5.5,/hcmZM6pXxf1TFmgoVCdGxLRwHs9.jpg
9719,Pumpkin,"Carolyn's sorority sisters set their sights on the Sorority of the Year award and coaching challenged athletes is their ticket to the trophy. But when the queen of formals finds herself mentoring Pumpkin, a disabled athlete, their two worlds collide.",5.754,/25qW6cO2zqYBpqTw8BBIhBIUpl4.jpg
22894,Legion,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",5.896,/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg
109251,The Promise,"A rich student's fiancee has her face destroyed by a car accident, and refuses to return to him fearing the loss of his love.",6.4,/y4ocgvsRoBRQmPhLd9ZdOhAxeuQ.jpg
772214,Testimonio mortal,,5.0,/acqYxG7T3girwqSLVRsqgPfyo9J.jpg
65907,Siméon,The ghost of a music teacher pushes a young mechanic to start a career in music.,5.5,/RphRMmq2HInETmmh3wM8j9gtPR.jpg
285150,Hamburger Gift,"A docu-drama about tetrachloro-dibenzo dioxin, later known as 'Sevesogift', sprayed on thousands of tons of vapor in Vietnam 'Agent Orange', and the involvement of the later Federal President, Richard Karl Weizsäcker, who was hiring manager when production was moved to another plant because of massive health problems of the workers, but claims to be unable to remember anything, in these crimes.",0.0,
474907,Gasparone,"Based on the operetta of the same name by Carl Milöcker. The residents of an Austrian town decide to teach their eccentric mayor a lesson. A young fisherman dresses up as the famous bandit Gaspare and goes to see the mayor. The mayor, terrified, flees from ""Gaspare"" and commits a series of ridiculous acts, becoming the laughing stock of the whole town.",0.0,/8fwKgkfZf7wssAkzFSl801ngus5.jpg
1103670,Wolfswinkel,"Melanie is in her mid-thirties and works for the Brandenburg police. Her precinct is the province north of Berlin. Melanie likes it when anybody likes her. If it gets political, she keeps herself out. But that's no longer so easy when her best friend Lydia, an ex-daily soap star, makes herself important as a populist influencer with right-wing slogans in her home village and a street disappears overnight. Its bumpy cobblestones were the last evidence of a dark time when building material for the Wehrmacht was mined at the Kiessee, today a bathing area. Forced laborers and concentration camp prisoners toiled here. Elementary school teacher Anja considers it a thoughtless mess that this stone memorial to history should simply be asphalted. With brown homeland paroles, Lydia heats up the mood in the village and earns good money through clicks on the Internet. When the violence escalates, law enforcement officer Melanie, who is addicted to harmony, has to decide which side she is on.",6.0,/icgr090SjUXvdN5DN5Mt8lbPH81.jpg
407775,Knucklebones,A group of bored college students unleash a murderous demon while playing a dice game made from human knucklebones.,4.1,/7YzUnyEcaPZmhvL2wdzuIIKKIuL.jpg
1003101,The King of Minami: Insurance Embezzler,"#19 in the series, following ""Con Man Elimination.""",0.0,/t938F56rvzGSe0fDpRerb9Ccvwt.jpg
489961,Eisenwichser,,0.0,
805399,Regina Coeli,"""Regina Coeli"" is the nickname with which inmates call Regina, voluntary assistant in Rome's Rebibbia jail, very involved in solidarity but lonely in his private life. The jail director entrusts her with the task to try re-educating Graziano, a young Sardinian sentenced for a kidnapping of which he always proclaimed himself to be innocent. Regina is way too much mature and lonely not to feel intrigued by the mysterious personality of the illiterate shepherd, who expresses himself only in his almost unintelligible Sardinian dialect.",0.0,/qgU6gfaFtnvkoAJTUb6JPema9ga.jpg
532366,Backwoods Marcy,"An important business trip leads an unexpecting sales executive on a nice drive into the country. Unfortunately, he makes the mistake of asking for directions from a psychotic, redneck, homeless woman who dwells in the swamp lands of the New Jersey Pine Barrens.  As her obsession grows, Marcy methodically hunts the man down only to rape and cage him like an animal. Will he escape or will she have him for dinner?",3.0,/lsamwtykKgFgOEFovbNaTbmdqyY.jpg
268349,Das Traumhaus,"Four young people dream of a simple life. In the middle of Berlin, they retreat to an idyllic villa with a garden, where they want to provide for themselves and lead an alternative lifestyle. But then an unscrupulous property developer wants to demolish the villa to build a modern residential complex.",0.0,/9gxzjzSIqtEgYco7c3ATnm5f0gc.jpg
7183,Perfect Stranger,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",5.831,/i7D5QqQ0q5EXU1UuZVY9KwIxoYR.jpg
952404,Crossed Wires,"Crossed telephone wires enable Helen to overhear a plot between Joe and Bill, escaped convicts, to join a number of Chinese who are being smuggled into the country in a freight train.",0.0,/nelvhFPqwYhAw8UFF81sDpFZSlD.jpg
1513724,Centerfold Babylon,"documentary about nudity, modeling and playboy",0.0,/A7XESqcnMR9cpQ44IFVxZtHjQS2.jpg
299595,Sensationsprozess Casilla,"They meet on the plane from Dakar to Casablanca: the well-known American defense lawyer Vandegrift, his daughter Jessie and the arrested Peter Roland, who allegedly kidnapped and murdered the famous film child Binnie Casilla in Stockford in 1928. Vandegrift, convinced of Roland's innocence, decides to represent the man at his upcoming sensational trial. But just as public opinion is increasingly questioning Roland's guilt, he testifies under pressure from prosecutor Adams. Now only Binnie herself can save the young man, but the search for her has so far been in vain...",0.0,/ht1rFNMvZaMenoofeggkNKWkFUZ.jpg
346565,The Passing,"When two young lovers crash their car into a ravine in the remote mountains of Wales, they are plunged into a lost world. Dragged from the river by a mysterious figure, they are taken to a ramshackle farm, a place untouched by time. As events unfold we learn the explosive truth about the young couple’s past. More unsettling still, we discover the ghostly truth about Stanley, and the tragedy of the valley he once called home.",5.6,/m5d1MSeKph7QZWVqOOye2K6QCUy.jpg
1234272,Arabian Lights,"""ARABIAN LIGHTS is the second of only two Super 8mm films deAk is known to have fully edited to completion, and the only work she produced outside the New York club scene. During an extended romantic holiday in Egypt in 1977 with Jamie (then James) Nares, the two young visual artists shared a movie camera and recorded intimate, carefree moments that deAk later edited into this unusual self-portrait. Tourism becomes performance art at legendary historic sites and across the bright desert landscapes as their budding romantic relationship plays out. The film was rarely screened during the period, and MoMA’s new digital preservation is drawn from deAk’s unique original Kodachrome print and a reel of assembled outtakes, both recently acquired for the Museum’s collection."" — MoMA",0.0,/h8NGyBEIoUhfZj1RYv0JBfMiSFT.jpg
570615,Ice Pepper,Two penguins friends wander on the sea ice. They discover something that may decide the fate of Antarctica.,7.0,/kMmQ7epshfHNEgoEUVxGQQJS4PT.jpg
913217,Filmemacher,"They are just 17 years old when Gaby and Eva receive the offer to play in a feature film that ambitious Hamburg filmmakers want to make. Despite their youth, the girls are suspicious because they have already experienced a lot. On the other hand, that would be the opportunity to escape the difficulties they have been in for a long time. The filmmakers persuade them to cross the border illegally. The girls do not suspect that they should be used by the Springer company to provoke a scandal. But the Ministry of State Security has the action already in sight.",0.0,/4YGQBA7g9YzgOpqkPvDteJgBEHg.jpg
799131,Say Something,Something strange occurs during an emotionally fraught video call between two sisters.,0.5,/q9zvkD6YKEEfEk7Li21TpBJpNTj.jpg
217581,Karma Cartel,"In an urban Indian city, A struggling actor battles for his career, but his friend who loses money in a scam deal commits an action that puts both of their lives in danger. The three last days before the incident follows the struggling actor, an ambitious filmmaker, a wannabe hustler, an opportunist, a lover and two cinephile thugs, through an inter-twining vignette of their lives.",5.0,/wUSu6ucAgfgjY65o0bNX5OuqinA.jpg
196900,The Story Teller,"In this mystery/thriller based on a novel by Patricia Highsmith, Nico Thomkins (Udo Schenk), a writer, and his wife Helen (Anke Sevenich) are in the habit of playing games with one another. Even while they are breaking up, they are sufficiently in tune with one another to continue this practice. When the writer's wife takes off without leaving a note behind, people begin to suspect that he may have murdered her, and he plays along with this notion to the point of planting clues which would incriminate him. Obviously, no one with a shred of common sense would do such a thing, and these tricks get him into trouble. However, his troubles don't really begin until he starts to search for her in earnest.",0.0,
487462,The Newlyweds,"A young man and a young woman, each unlucky in love, determine never to marry. But Cupid (and two separate bands of misinformed revelers) has other ideas.",5.0,/p5BUI1tPejtuRy9nHnBTSWcHD.jpg
72615,Exposed,"Lena is a young woman in need of excitement and sexual satisfaction. Torn between her meek and innocent boyfriend Jan and the sadistic partygoer Helge, Lena‘s life is turned upside down when Helge take some nude photographs of her. These photos could destroy her life.",4.844,/nXEmZ4upGgwOgLXNfApjFnxyDoP.jpg
1501441,Confession,"When a much-admired community leader dies, a journalist starts to investigate his life - and finds he was not the man he seemed.",0.0,/1r3j0j70pRFu4aTRrq9AcZs1eMx.jpg
274528,Amruthavarshini,"Grieving the death of his girlfriend, Ashok visits his pal Hemanth. But the journey of healing takes a detour when Ashok begins to fall for Hemanth's devoted wife, Veena, who reminds Ashok of his lost love. The dramatic tension soon simmers to a boil in this moving drama set in the gorgeous resort town of Kodaikanal in the state of Tamil.",0.0,/iX5MYv4jHKoNndZ15HaKPedFvoF.jpg
497103,Die Glucke,,0.0,
337997,Navajo Run,"A sick trap opens for half-breed Matthew Whitehawk when he seeks help at a frontier ranch after being bitten by a rattler. Luke Grog, wife Sarah, and mute brother Jesse nurse him back to his feet so that Luke can drop him in the middle of the forest without food or water and hunt him down as he has 16 Indians before him.",5.0,/44TmzXEEIrDCeg5cQoqlVhTn4PQ.jpg
432017,Black Earth,"Pseudo-ethnological documents about two villages which, without roads and electricity, ""stopped existing"".",5.6,/pBmbj8JJyEEzYomBLEGIKiIqLgf.jpg
1072621,Sabırlı Kullar,,0.0,/lgn4GKKLyq5BT3ImskPP5oENfZh.jpg
541671,Ballerina,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",7.255,/2VUmvqsHb6cEtdfscEA6fqqVzLg.jpg
135523,Inferno,"Ten men,ten brothers in arms who fought together in the Portuguese Colony of Angola during the colonial war,gather together every year to dinner and remember those brave times of war...this year, the presence of Nina, a prostitute and a hunt that end in a shootout, will call their instincts and traumatic pasts for one last mission...",6.3,/VhotqsQBZzpBR3vhSIFTvRUVwT.jpg
436922,Fra' Diavolo,"The leader of a band of mountain bandits defending Naples against the French plays a dual role as a police official. Our romantic hero pivots as well between two women, the sister of a royalist and a lady spy.",6.0,/A8QsQUIxiIejlnuLtvRhf3Up1HH.jpg
496424,Agujero,,0.0,
362040,Baja corazón,A touch of horn is enough for the girl to meet with her boyfriend...,2.8,/41zZdczFCyW7od9OEkJt55ouo8G.jpg
1087891,The Amateur,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.",6.956,/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg
415,Batman & Robin,"Batman and his sidekick Robin attempt to the foil the sinister schemes of a deranged set of new villains, most notably the melancholy Mr. Freeze, who wants to make Gotham City into an arctic region, and the sultry Poison Ivy, a botanical femme fatale. As the Dynamic Duo contend with these bad guys, a third hero, Batgirl, joins the ranks of the city's crime-fighters.",4.387,/i7hEUpDuMN2LOrCEifFyGSHZQSY.jpg
460458,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",5.94,/bArhvjRHl535XMaSh9VjInF2mSZ.jpg
11544,Lilo & Stitch,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",7.562,/d73UqZWyw3MUMpeaFcENgLZ2kWS.jpg
381962,I Puritani,"In this high-definition film of Bellini's historical bel canto drama, ""I Puritani"", tenor superstar Juan Diego Flórez is partnered by new young Georgian soprano Nino Machaidze, in her first appearance on a Decca DVD. Joining them in a striking new staging by Pier'Alli at the Teatro Comunale di Bologna is celebrated bass baritone, Ildebrando D'Arcangelo (DG).  The context is England's Civil War between the Roundheads (the Parliamentarians, or Puritans of the title) and the Cavaliers (Royalists). A love triangle between Arturo (a Puritan), Riccardo (a Royalist) and the beautiful Elvira results in a drama of escapes, disguises and captures, during which Elvira loses her reason, before a final pardon restores her senses and unites her with her beloved Arturo. The lead tenor role is notoriously difficult and Juan Diego Flórez shows no strain or difficulty throughout the role. Opera fans will undoubtedly be impressed with the overall production and the tenor's performance in particular.",0.0,
453278,The Rider,"Once a rising star of the rodeo circuit, and a gifted horse trainer, young cowboy Brady is warned that his riding days are over after a horse crushed his skull at a rodeo. In an attempt to regain control of his own fate, Brady undertakes a search for a new identity and what it means to be a man in the heartland of the United States.",7.3,/cFsrA0Is5xode2INrPj1VJcQ18n.jpg
621876,Flora & Ulysses,"When Flora rescues a squirrel she names Ulysses, she is amazed to discover he possesses unique superhero powers, which take them on an adventure of humorous complications that ultimately change Flora's life--and her outlook--forever.",6.498,/syobJCxZcIJl0OpjNroZSQKa1kW.jpg
618460,Short Skirts,"Natalie, whose mother is engaged to Wallace Brewster, the reform candidate for mayor, is seventeen years old and resents being treated as a little girl, particularly by her mother's fiancé. When she meets the opposition candidate's son, Lance Christie, he persuades her to secure some papers incriminating Brewster.",0.0,/dRRQkLM11JOfP4aDjjQr4H2Clkw.jpg
734451,Initiation,An experimental short film inspired by the struggle it takes to accomplish one‘s goals. (ALTER),5.5,/9tfQ01KoWDaZdZYTXuqidiGviV4.jpg
315837,Ghost in the Shell,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",6.106,/zCtL3UBgCoZzd7XTVGhvl6XY75E.jpg
126872,Sinful Desires,"Radio host Gia rules the Los Angeles airwaves with her disarming tales of sex, lust and intrigue. But when one caller seems to know a few too many details of Gia's titillating past, the sexy DJ is soon plunged into a world of blackmail and danger. While the police struggle to make sense of the befuddling case, Gia must fight to keep her sordid past silent as the threat mounts in this erotic thriller.",5.4,/oW124pGyV5Z7Vb4EMRbgZ3GgeS6.jpg
510825,Duch času,"A fairy tale about a magic key that can be used to control time. How many times a day do we think about time and would like to do something with it - if only we had the power! Fortunately, we don't have it, because who knows what would happen if we could control time. However, in fairy tales, everything is possible and the magic key that a watchmaker's journeyman received from an inconspicuous grandfather will convince you of this.",0.0,/jUvrSYrk6Ni7hCRaSAcGnmn5pUd.jpg
1116201,Iron Lung,"The stars are gone. The planets have disappeared. Only individuals aboard space stations or starships were left to give the end a name -- The Quiet Rapture. After decades of decay and crumbling infrastructure, the Consolidation of Iron has made a discovery on a barren moon designated AT-5. An ocean of blood. Hoping to discover desperately needed resources they immediately launch an expedition. A submarine is crafted and a convict is welded inside. Due to the pressure and depth of the ocean the forward viewport has been encased in metal. If successful, they will earn their freedom. If not, another will follow. This will be the 13th expedition.",7.2,/sIwakdbMGS1krtgendTWpxTY9Hw.jpg
10580,Lemon Popsicle,"Benji, Bobby, and Huey are three 17 year olds who spend their days chasing girls and hanging out at Montana's Ice Cream Parlor. In their constant pursuit for sex, they are caught in the apartment of local nymphomaniac Stella by her boyfriend and get more than they bargained for from hooker Ze Ze! Meanwhile, Benji has fallen for new girl Nikki and is the only person who comes to her aid after Bobby gets her pregnant then dumps her.",6.3,/14tlbgXfd3Q3bGIdAPdBfSAyTM0.jpg
756393,¡De potra!,"Two thugs, the veteran ""Ducados"" and the inexperienced Toñin, have to go in a club ruled by their rivals and fire a couple of shots in order to scare the hostesses. But...",0.0,/rsxxAutwb0xvSMYkJTFTv1B4I3N.jpg
280030,Farewell Baghdad,Between the years 1950-51 close to 130 thousand Jews left Iraq. The most ancient community in the world ceased to exist.,8.0,/a9S5DuMk41C0Ld6JnYvNV9Kg6l2.jpg
343277,Hexagon,"A compilation of six standalone short films, each inspired by a contemporary Dutch music composition and created as part of a collaboration between Nederlandse film directors and composers for a Holland Festival presentation.",8.0,
1018707,Salud,"After the Fountain of Youth makes immortality accessible, a vulnerable married couple must choose if it really is ""til death do us part.""",10.0,/unRRNQm5FFQvFSxXhPYo00rxoFY.jpg
483208,Firangi,"Firangi is a Hindi movie starring Kapil Sharma and Ishita Dutta in prominent roles. Set in 1920, it is a period drama directed by Rajeev Dhingra, with Kapil Sharma as the producer, forming part of the crew.",3.6,/5yAGFoaylYzWeksfaedt06iu868.jpg
217090,Jao Insee,"Jao Insee, the fourth installment in Mitr Chaibancha's series about the masked crime-fighter Red Eagle.",0.0,
673025,Flash,Flash (1987)  A couple becomes hostage when a frantic soldier takes over their house. This social drama depicts the state of the Israeli society following the devastating 1984 war.,6.5,/ctuLpqHUfybJQYLA8EIGJjpgK0s.jpg
469582,Still,"In a fishing village that’s been ravaged by a strong typhoon, the bond of twin brothers is disrupted by another young boy.  Hilom follows the journey of the brothers, Andres and Gael, as they find healing against the harsh landscape of an island that’s also trying to recover.",9.0,/6E0cwPJbWejznCO7pA1w1uZQVz.jpg
1512841,Champion,"A feature film depicting the critical 24 hours in the life of the famous Slovak figure skater Ondrej Nepela; intense and intimate personal drama of a young man, who, after years of dutiful representation of his totalitarian homeland longs to leave the golden cage of Czechoslovakia and become free. He wants to live and love without fear, that the revelation of his sexual orientation will make him a deviant and destroy everything he dedicated his life to. However, the regime strengthens its pressure on him in the moment of his highest vulnerability, using the dirtiest methods to make Ondrej conform to its cruel ultimatum.",0.0,/x1qBDj0z9AbNKktOdmAXJ9nSEHw.jpg
1179920,Tilløkke Herbert!,"Alcoholic Herbert's last birthday, experienced through his increasingly deadly drunken stupor.",0.0,/nItAfGyt6Wkq6GY3tiYVWNMs0UU.jpg
208359,Blue Bird,"In the middle of the 18th Century, the Ruster family immigrates to America. The father, a former farm laborer, leads a hard life as a settler along with his family. One day the nine year-old George, his second-youngest son, is kidnapped by Iroquois. He is taken in by an Indian family in the place of a deceased son and receives the name ""Blue Bird."" The boy has homesickness and difficulties accustoming to the customs of the Indians.",4.6,/j0VVmuATfz6HENYrYPkxQ1te45j.jpg
266388,Slightly Married,"Mary Smith is picked up by the police and is about to be sentenced, in night court, to jail for prostitution. But a stranger, Jimmie Martin, stands up and tells the judge that Mary was waiting for him and they were going to be married.",5.5,/mK7mEFmCu4DRB6ttf3apJLbAhAf.jpg
346724,Attempted Suicide,"Suffering from unrequited love, Max hangs himself from a tree, and ends up hanging for hours while local townspeople squabble over whose responsibility it is to rescue him.",6.0,/M2J9FPF8IR3mnlnapAL3MvEK9o.jpg
264508,Einmal leben,,0.0,/n4QRLqJKzn9FbT9kZ6drRy2zDfm.jpg
315233,The Rivals,"A pair of hoodlums steal a car in which there is a note - a ransom letter - directed to a wealthy man whose daughter has just been kidnapped. The two gangsters stole the abductor's car and when they find the note, they decide to take advantage of the situation and collect the money.",6.0,/cxt7nz01zg2JZ586Pgg6RkxnGww.jpg
156394,Whistlin' Dan,A cowboy and sidekick infiltrate a rustler gang to avenge the murder of their pal.,3.6,/5aLjAPeiteFbfBv3vFsUZgtGhRg.jpg
719538,Tea Time,A grand-mother replaces her old companion robot by a more recent one. But things won’t go as expected…,6.5,/3TXZtB4giXbQFG4nAoHSJDfijuo.jpg
385595,The Curious Letter,An adventurous letter that wandered around the world instead of rushing to a summer camp to see its little recipient.,5.5,
366405,Zahnschmerzen,,0.0,
1070032,Beyond Utopia,A courageous pastor uses his underground network to rescue and aid North Korean families as they risk their lives to embrace freedom.,7.721,/fcyCtyXabv0X8TInqoL9yq5DCdb.jpg
982312,Frost,A young woman and her estranged father have to fight to survive after being stranded on a remote mountainside during a winter storm.,4.4,/2IIEITMOQACwDCkJc8ilx91OtRR.jpg
539478,Princesse Czardas,,0.0,
289344,Wallander: The Revenge,"Kurt Wallander has bought a dream house by the sea, but his peace and quiet is soon shattered when a man is murdered and an explosion in one of Ystad's power grids shuts down the electricity in the whole city.",5.7,/ywaYD27eKTsTNsDUcj9D7AGSC0H.jpg
1375262,Die Schlagerfamilien,,0.0,
3175,Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",7.989,/znfLskGQnXYB2xcOGM9eInRHPAV.jpg
1029568,Remembrance,,0.0,/aNAHkuJJiOZajFWhrboKiKN1DZg.jpg
1048091,Bilangguang Puso,,0.0,/sGQ2g47ppBhXdgOytmPo6p1tVWs.jpg
1453863,Kadınlar,,0.0,/utOWrCru7zyUJb1PNGowiBbSZth.jpg
128638,Dead Tides,"A tough, honorable former Navy SEAL gets more than he bargained for when he accepts a job captaining a ship for a mysterious, sexy woman who turns out to be the wife of a ruthless drug kingpin.",4.714,/cm0lengo2BQkMUOYrMvfkxGKGV8.jpg
27451,Harvard Man,"College has always been a time for experimentation, sexual, cultural and otherwise. ""Harvard Man"" plays out against a background of love, sex, basketball, crime and experimentation. Action and philosophy in young people's quest to discover their true identity.",4.6,/vxZG1UXh8gA3nYmrPNUWCHGGBFn.jpg
379198,Salmon Pink,The Pink Panther meets a friendly salmon at the beach and keeps him as a pet.,6.0,/DB8jPnwPLmftEprmiD81z5Rzk5.jpg
264660,Ex Machina,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",7.573,/dmJW8IAKHKxFNiUnoDR7JfsK7Rp.jpg
271724,Hippocrates,"Benjamin is meant to be a great doctor, he’s certain of it. But his first experience as a junior doctor in the hospital ward where his father works doesn’t turn out the way he hoped it would. Responsibility is overwhelming, his father is all but present, and his co-junior partner, a foreign doctor, is far more experimented than he is. This internship will force Benjamin to confront his limits… and start his way to adulthood.",6.532,/qOwNCoSG0Kxwj13IboP4lNOJkpD.jpg
186709,Alma gitana,A young man who wants to become a professional dancer falls in love with a gypsy girl and gets in conflict with her totally different cultural background. But love can overcome these differences..,4.8,/rOAOWjSZxHvJ5lFxOSoLcW4Z44Q.jpg
1473156,King George,"After being handed an eviction notice, a wily strip club owner goes to war with a ruthless property developer.",0.0,/5VwtWYnMt6ciL82v3gb59lPRGND.jpg
295318,About the Art of Love or a Film with 14441 Frames,"Godina was ordered to make a short film glorifying the army, but instead made a film about making love, not war. The censors hacked it up, but he managed to save one complete copy.",5.75,
753324,Siega verde,,0.0,/nHftipaNwrvOgdzmVLKRtm32RdD.jpg
1520017,Onionhead,,0.0,/4345dPMH9K7DgJcMgky1mSrIuDG.jpg
492026,Das Paradies,,0.0,
466081,The Informer,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.",6.538,/pbGveUC8mk0QRkdXpERPLbMFnrg.jpg
623539,Der Doppelselbstmord,,0.0,
161040,David,"The story is about two Davids living in different parts of India whose lives eventually come together in a twist of events., who are about to take a step which is going to change their lives forever.",5.9,/zvSS3fwsESQ7nnVCqSiIfsEyEWx.jpg
2109,Rush Hour,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",7.06,/3WsLE6FtxEPRa6U9sbY1ckrn39s.jpg
453405,Gemini Man,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",6.27,/uTALxjQU8e1lhmNjP9nnJ3t2pRU.jpg
394303,Harichandra,"Harichandra (Tamil: ஹரிச்சந்திரா) is a 1968 Indian Tamil film, directed by K. S. Prakash Rao and produced by G. Varalakshmi. The film stars Sivaji Ganesan, G. Varalakshmi, T. S. Balaiah and K. A. Thangavelu in lead roles. The film had musical score by K. V. Mahadevan",0.0,/cQpJ5flBWISLIBnF9KUfXHhheBr.jpg
796,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",6.797,/76cCsRtQ5MJBAqoigojXsLXLJwh.jpg
1286813,Irulil Ravanan,"""Iruil Ravana"" is a crime thriller film set in the land of Ravana.""Iruil Ravana"" is a crime thriller film set in the land of Ravana.",0.0,/dSTJyrSBsiQlGCJtjCWkBlZTUWC.jpg
1179987,Paprika,,0.0,/i6l1wgR6inLOBpg3TdrAj0Oo7ic.jpg
359223,Eyewitness,"A mother and daughter set out on a weekend river rafting retreat, only to encounter 3 escaped convicts along the way.",5.1,/84FSSLPEfRBZAKPzmV4o67x54LQ.jpg
1372586,Pérdida Total,"Claudio is a skilled con artist desperate for money. In a misguided attempt to claim insurance on his truck, he tries to destroy it, only to discover the lifeless body of the son of a powerful crime boss hidden inside. Arrested and taken to Torreón, Claudio is seen by the prosecutor as a cunning criminal in disguise. To escape his predicament, he must turn the tables and act as bait to lure out the ruthless leader, El Rojo, plunging him deeper into a dangerous game of deception and survival.",7.789,/6Z1oA2wzFKSSgj3nI5mfwQOXA1P.jpg
312158,Born Wild,After being released from prison for the murder of a fellow biker; CJ returns to his hometown to confront his former gang. However; he arrives to find that the past is not forgotten easily; and now they are out for blood.,5.8,/8583ywaUqi1Om8kIz1b4jtHkHea.jpg
465489,East Lynne,"An aristocratic woman, Lady Isabel, leaves her husband and children when she suspects him of adultery, a notion which had been suggested to her by the scheming and murderous Captain Levison. Life on the continent with Levison does not work out as she had envisaged so, eight years later, she returns to England and finds her husband has remarried. She cannot bear to be away from her family and so dons a disguise, gaining employment with them as a governess. When her young son, Willie, dies she is unable to comfort him as she would like, and she too dies.",0.0,/yaxy26BahuiqAFDzW1x25C3950M.jpg
6514,Die Todesautomatik,,2.0,/x68JbAE2AWtmsddlBOJO8Rf4JmT.jpg
722776,Seven Husbands,"'Yedi Kocalı', one of the films shot in the 1970s, which took Yeşilçam by storm, tells the story of a woman who marries seven different men due to financial difficulties and spends time with someone else every day of the week. Things get complicated when husbands realize they're not the only one over time. Ülkü Erakalın, who was known for his erotic films shot at that time, is in the director's seat of the film, and Zerrin Egeliler, who we also know with this genre, is in the leading role.",9.5,/kfX2hPN2AQ6GKnsKfzEc9fXtZVM.jpg
893606,Duniyavinte Orattathu,,0.0,
1367349,Meters,"As an elderly man struggles with the loss of his wife, he confronts his own own mortality by helping others - one parking meter at a time.",0.0,
4523,Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",6.841,/8KCNzCArLlvLdQoHx6npua2VSVc.jpg
